# LAMMPS data file written by OVITO Pro 3.12.0

207646 atoms
2 atom types

-0.4531952183 135.4371952182 xlo xhi
-0.4531952183 135.4371952182 ylo yhi
-0.4531952183 135.4371952182 zlo zhi

Atoms  # atomic

2 1 1.06324 0.917179 1.12448
219 1 2.54061 2.15492 2.39654
77 2 5.41703 7.7719 -0.336391
4 1 3.99084 0.692134 0.960334
221 1 5.50949 2.1156 2.5374
6 1 6.66443 0.667134 0.882135
1801 1 -0.386927 16.3796 25.5561
8 1 9.41508 0.540533 1.21253
223 1 8.24276 2.21991 2.29391
75 1 2.63661 7.97503 -0.454875
225 1 11.0963 1.89909 2.3124
10 1 12.7665 0.619214 1.11766
227 1 14.0963 2.02461 2.50457
10181 1 5.61919 22.1225 16.7622
12 1 15.569 0.626424 0.962981
229 1 16.8639 1.93932 2.47974
14 1 18.3769 0.716534 1.03031
16 1 21.3251 0.652441 1.13482
231 1 20.01 2.01386 2.54149
40 1 21.467 3.45719 1.05171
793 1 -0.368519 2.07818 11.2205
18 1 23.9618 0.556158 0.773736
233 1 22.8194 2.02477 2.50461
235 1 25.8243 2.1111 2.52586
99 1 2.6785 10.7221 -0.368657
20 1 27.1065 0.742889 1.00327
237 1 28.4328 2.19975 2.30808
175 1 8.27449 19.5879 -0.436245
22 2 29.9843 0.791029 1.05229
24 1 32.8597 0.742037 0.980858
239 1 31.4673 2.31944 2.43564
48 1 33.0056 3.6816 0.569049
26 1 1.14634 3.47781 0.907518
243 1 2.48281 5.22033 2.33321
50 1 1.11749 6.47068 0.882998
1789 1 -0.314105 13.6063 25.7031
28 1 4.06847 3.48392 1.01392
245 1 5.44077 4.90085 2.34367
52 1 4.11846 6.57026 1.04942
30 1 6.70794 3.69442 0.90442
54 1 6.725 6.38361 1.00761
32 1 9.80734 3.50652 0.86664
247 1 8.35694 5.05782 2.32873
56 1 9.85389 6.33396 0.987139
34 1 12.8085 3.37741 1.03323
249 1 11.3604 4.85793 2.21098
251 1 14.0957 4.91208 2.44723
58 1 12.734 6.36652 1.04316
10757 1 11.3812 22.1996 25.4504
36 1 15.5502 3.56128 1.01291
60 2 15.6134 6.51224 1.00181
253 2 17.1193 5.08622 2.59612
62 1 18.4597 6.26787 1.12491
1297 1 -0.232509 16.557 17.03
38 2 18.5605 3.54606 1.09818
64 1 21.3559 6.40534 0.850956
255 2 19.9064 4.81396 2.55407
1249 1 -0.390325 10.7256 16.8156
42 1 24.2109 3.42382 0.950885
257 1 22.8138 5.11691 2.50933
66 1 24.3349 6.44876 0.985689
259 1 25.4415 4.88563 2.25464
109 1 16.8507 10.9453 -0.225976
529 1 4.33689e-04 16.2976 5.32128
44 1 27.0958 3.7638 1.11025
261 1 28.6849 4.92467 2.49658
68 1 27.3596 6.17921 0.732657
1765 1 -0.353391 7.94732 25.5282
46 1 29.9516 3.55694 0.865957
70 2 30.0595 6.39135 1.07153
263 1 31.5189 5.20004 2.30508
72 1 33.0982 6.38832 0.682583
171 1 2.68212 19.6502 -0.313496
74 1 0.792748 9.24414 0.881909
267 1 2.67262 7.87843 2.46754
291 1 2.68639 10.7379 2.2783
1705 1 -0.361267 19.2896 22.6834
9227 1 14.0814 22.2242 2.35652
149 1 5.37762 16.4976 -0.286818
865 2 -0.313218 10.8947 11.0278
1465 1 -0.42388 13.5543 19.7361
76 1 4.21225 9.33287 0.948518
269 1 5.59099 7.79854 2.55656
293 1 5.33025 10.8534 2.44387
78 1 7.00237 9.4098 1.06476
1225 1 -0.430083 7.84994 16.8984
80 1 9.60671 9.19812 0.930761
271 1 8.34007 7.73504 2.48474
295 1 8.44714 10.5735 2.54786
273 1 11.1481 7.71549 2.42825
82 1 12.4341 9.42939 1.04555
275 2 14.2206 7.82887 2.37349
299 2 14.1655 10.582 2.4725
409 1 -0.346684 2.33021 5.4018
10567 1 8.31572 22.1758 22.6831
84 2 15.7533 9.30404 0.825979
277 2 17.0718 7.76003 2.40599
301 2 17.1228 10.6981 2.53915
